id	review		
3333	she's all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness . 		
3334	it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it . 		
3335	for all its plot twists , and some of them verge on the bizarre as the film winds down , blood work is a strong , character-oriented piece . 		
3336	the story line may be 127 years old , but el crimen del padre amaro . . . couldn't be more timely in its despairing vision of corruption within the catholic establishment . 		
3337	this in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come . 		
3338	it shows us a slice of life that's very different from our own and yet instantly recognizable . 		
3339	a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture . 		
3340	has its share of arresting images . 		
3341	leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie . . . without neglecting character development for even one minute . 		
3342	reign of fire just might go down as one of the all-time great apocalypse movies . 		
3343	poignant and funny . 		
3344	a smart little indie . 		
3345	payne has created a beautiful canvas , and nicholson proves once again that he's the best brush in the business . 		
3346	see it . debate it . remember it . 		
3347	try as you might to resist , if you've got a place in your heart for smokey robinson , this movie will worm its way there . 		
3348	a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades . 		
3349	director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading . 		
3350	stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 . 		
3351	i am not generally a huge fan of cartoons derived from tv shows , but hey arnold ! the movie is clever , offbeat and even gritty enough to overcome my resistance . 		
3352	with not a lot of help from the screenplay ( proficient , but singularly cursory ) , [testud] acts with the feral intensity of the young bette davis . 		
3353	it's a film that's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio's animated classics . 		
3354	slow and ponderous , but rohmer's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption . 		
3355	if you're not totally weirded- out by the notion of cinema as community-therapy spectacle , quitting hits home with disorienting force . 		
3356	austin powers for the most part is extremely funny , the first part making up for any flaws that come later . 		
3357	while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . 		
3358	cho continues her exploration of the outer limits of raunch with considerable brio . 		
3359	elvira fans could hardly ask for more . 		
3360	a canny , derivative , wildly gruesome portrait of a london sociopath who's the scariest of sadists . 		
3361	the movie should be credited with remembering his victims . 		
3362	fast-paced and wonderfully edited , the film is extremely thorough . 		
3363	a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale . 		
3364	hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation . 		
3365	as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers . 		
3366	my big fat greek wedding is not only the best date movie of the year , it's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss . 		
3367	few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying . 		
3368	another love story in 2002's remarkable procession of sweeping pictures that have reinvigorated the romance genre . 		
3369	it's another retelling of alexandre dumas' classic . why ? who knows , but it works under the direction of kevin reynolds . 		
3370	[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels . 		
3371	shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience . 		
3372	provides the kind of 'laugh therapy' i need from movie comedies -- offbeat humor , amusing characters , and a happy ending . after seeing 'analyze that , ' i feel better already . 		
3373	a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination . 		
3374	this isn't a retooled genre piece , the tale of a guy and his gun , but an amiably idiosyncratic work . 		
3375	overall , it's a very entertaining , thought-provoking film with a simple message : god is love . 		
3376	it may not be a great piece of filmmaking , but its power comes from its soul's-eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case . 		
3377	although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel . 		
3378	jeong-hyang lee's film is deceptively simple , deeply satisfying . 		
3379	the film is a hoot , and is just as good , if not better than much of what's on saturday morning tv especially the pseudo-educational stuff we all can't stand . 		
3380	george clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years . 		
3381	even when it drags , we are forced to reflect that its visual imagination is breathtaking		
3382	although commentary on nachtwey is provided . . . it's the image that really tells the tale . 		
3383	a life-size reenactment of those jack chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire . 		
3384	grainy photography mars an otherwise delightful comedy of errors . 		
3385	this film is not a love letter for the slain rappers , it's a taunt -a call for justice for two crimes from which many of us have not yet recovered . 		
3386	the film is impressive for the sights and sounds of the wondrous beats the world has to offer . 		
3387	daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails . 		
3388	 . . . in no way original , or even all that memorable , but as downtown saturday matinee brain candy , it doesn't disappoint . 		
3389	clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up . 		
3390	cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression . 		
3391	sex is one of those films that aims to confuse . 		
3392	compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph . 		
3393	[moore's] better at fingering problems than finding solutions . but though he only scratches the surface , at least he provides a strong itch to explore more . 		
3394	the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers . 		
3395	in his debut as a director , washington has a sure hand . his work with actors is particularly impressive . 		
3396	a generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith . 		
3397	delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for . 		
3398	morvern rocks . 		
3399	vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role . 		
3400	fierce , glaring and unforgettable . 		
3401	cletis is playful but highly studied and dependent for its success on a patient viewer . 		
3402	like its predecessor , it's no classic , but it provides a reasonably attractive holiday contraption , one that families looking for a clean , kid-friendly outing should investigate . 		
3403	campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful . 		
3404	either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks . 		
3405	 . . . gripping and handsome execution , ( but ) there isn't much about k-19 that's unique or memorable . 		
3406	effective in all its aspects , margarita happy hour represents an auspicious feature debut for chaiken . 		
3407	the delicious trimmings?arrive early and stay late , filling nearly every minute?with a lighthearted glow , some impudent snickers , and a glorious dose of humankind's liberating ability to triumph over a scrooge or two . 		
3408	standing by yourself is haunting . . . [it's] what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction . 		
3409	not the best herzog perhaps , but unmistakably herzog . 		
3410	enjoyably fast-moving , hard-hitting documentary . 		
3411	rehearsals are frequently more fascinating than the results . last dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that's true . 		
3412	the film's constant mood of melancholy and its unhurried narrative are masterfully controlled . but ? in trying to capture the novel's deeper intimate resonances , the film has ? ironically - distanced us from the characters . 		
3413	this is a stunning film , a one-of-a-kind tour de force . 		
3414	[cho's face is] an amazing slapstick instrument , creating a scrapbook of living mug shots . 		
3415	it's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic . 		
3416	while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging . 		
3417	an extremely funny , ultimately heartbreaking look at life in contemporary china . 		
3418	your response to its new sequel , analyze that , may hinge on what you thought of the first film . 		
3419	davis is funny , charming and quirky in her feature film acting debut as amy . 		
3420	bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . 		
3421	a lively and engaging examination of how similar obsessions can dominate a family . 		
3422	in the new release of cinema paradiso , the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned . 		
3423	"faithful without being forceful , sad without being shrill , "" a walk to remember "" succeeds through sincerity . "		
3424	the film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end . 		
3425	the film is full of charm . 		
3426	"the movie is well crafted , and well executed . if you're paying attention , the "" big twists "" are pretty easy to guess - but that doesn't make the movie any less entertaining . "		
3427	one of those unassuming films that sneaks up on you and stays with you long after you have left the theatre . 		
3428	 . . . pray doesn't have a passion for the material . he nonetheless appreciates the art and reveals a music scene that transcends culture and race . 		
3429	the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded . 		
3430	it's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair . 		
3431	intelligent and moving . 		
3432	fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film . 		
3433	this sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder . 		
3434	last orders nurtures the multi-layers of its characters , allowing us to remember that life's ultimately a gamble and last orders are to be embraced . it's affecting , amusing , sad and reflective . 		
3435	a slight but sweet film . 		
3436	el peso de un l�quido incoloro , el peso del l�quido vital , del amor como elemento de vida , y de muerte . . . 		
3437	writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable . 		
3438	it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film . 		
3439	this new time machine is hardly perfect? yet it proves surprisingly serviceable . even at its worst , it's not half-bad . 		
3440	"almost everyone growing up believes their family must look like "" the addams family "" to everyone looking in . . . "" my big fat greek wedding "" comes from the heart . . . "		
3441	once folks started hanging out at the barbershop , they never wanted to leave . chances are you won't , either . 		
3442	george lucas returns as a visionary with a tale full of nuance and character dimension . 		
3443	can be viewed as pure composition and form -- film as music		
3444	an extraordinary dramatic experience . 		
3445	every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible . that , in itself , is extraordinary . 		
3446	if you can tolerate the redneck-versus-blueblood cliches that the film trades in , sweet home alabama is diverting in the manner of jeff foxworthy's stand-up act . 		
3447	it's a treat watching shaw , a british stage icon , melting under the heat of phocion's attentions . 		
3448	all in all , an interesting look at the life of the campaign-trail press , especially ones that don't really care for the candidate they're forced to follow . 		
3449	narc is a no-bull throwback to 1970s action films . it zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special . 		
3450	me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood . 		
3451	it's a strange film , one that was hard for me to warm up to . 		
3452	goes a long way on hedonistic gusto . 		
3453	the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally couldn't care less . 		
3454	the scorpion king is more fun than conan the barbarian . 		
3455	if there's one big point to promises , it's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other . 		
3456	unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of?emotional recovery . 		
3457	jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera's drama and lyricism . 		
3458	this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies . 		
3459	i liked it because it was so endlessly , grotesquely , inventive . 		
3460	audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling . 		
3461	credit director ramsay for taking the sometimes improbable story and making it feel realistic . 		
3462	this is dicaprio's best performance in anything ever , and easily the most watchable film of the year . 		
3463	witherspoon puts to rest her valley-girl image , but it's dench who really steals the show . 		
3464	even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end . . . you almost don't notice the 129-minute running time . 		
3465	while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix . 		
3466	ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints . 		
3467	eric byler's nuanced pic avoids easy sentiments and explanations . . . 		
3468	manages to be wholesome and subversive at the same time . 		
3469	"when it's not wallowing in hormonal melodrama , "" real women have curves "" is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she'll become her mother before she gets to fulfill her dreams . "		
3470	the film runs on a little longer than it needs to -- muccino either doesn't notice when his story ends or just can't tear himself away from the characters -- but it's smooth and professional . 		
3471	blithely anachronistic and slyly achronological . 		
3472	this starts off with a 1950's doris day feel and it gets very ugly , very fast . the first five minutes will have you talking 'til the end of the year ! 		
3473	triumph of love is a very silly movie , but the silliness has a pedigree . 		
3474	discursive but oddly riveting documentary . 		
3475	the movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people . 		
3476	on its own , big trouble could be considered a funny little film . 		
3477	an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band . 		
3478	this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative . 		
3479	a beautifully observed character piece . 		
3480	a coming-of-age movie that hollywood wouldn't have the guts to make . 		
3481	it is quite a vision . 		
3482	there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies . 		
3483	a bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation . 		
3484	a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two		
3485	salma goes native and she's never been better in this colorful bio-pic of a mexican icon . 		
3486	filled with alexandre desplat's haunting and sublime music , the movie completely transfixes the audience . 		
3487	as chilling and fascinating as philippe mora's modern hitler-study , snide and prejudice . 		
3488	an hour and a half of joyful solo performance . 		
3489	strange and beautiful film . 		
3490	no worse a film than breaking out , and breaking out was utterly charming . 		
3491	parker cannot sustain the buoyant energy level of the film's city beginnings into its country conclusion		
3492	' . . . despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '		
3493	 . . . a guiltless film for nice evening out . 		
3494	deflated ending aside , there's much to recommend the film . 		
3495	it's a treat ? a delightful , witty , improbable romantic comedy with a zippy jazzy score? grant and bullock make it look as though they are having so much fun . 		
3496	performances all around are tops , with the two leads delivering oscar-caliber performances . 		
3497	everything about the quiet american is good , except its timing . 		
3498	a savage john waters-like humor that dances on the edge of tastelessness without ever quite falling over . 		
3499	at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge . 		
3500	may seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman . 		
3501	it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile . 		
3502	they're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood . 		
3503	brings awareness to an issue often overlooked -- women's depression . 		
3504	it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 . 		
3505	it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame . 		
3506	you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , 'this is going to be something really good . ' and it is . 		
3507	foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew . 		
3508	undoubtedly the scariest movie ever made about tattoos . 		
3509	a movie that will wear you out and make you misty even when you don't want to be . 		
3510	not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season . 		
3511	though the story . . . is hackneyed , the characters have a freshness and modesty that transcends their predicament . 		
3512	although frailty fits into a classic genre , in its script and execution it is a remarkably original work . 		
3513	if this movie leaves you cool , it also leaves you intriguingly contemplative . 		
3514	the climactic events are so well realized that you may forget all about the original conflict , just like the movie does		
3515	a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children's television . 		
3516	all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad . 		
3517	if a horror movie's primary goal is to frighten and disturb , then they works spectacularly well . . . a shiver-inducing , nerve-rattling ride . 		
3518	a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences . 		
3519	brilliantly written and well-acted , yellow asphalt is an uncompromising film . 		
3520	that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . . 		
3521	personal velocity has a no-frills docu-dogma plainness , yet miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire . she boxes these women's souls right open for us . 		
3522	a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare's plays . 		
3523	throughout , mr . audiard's direction is fluid and quick . 		
3524	a dashing and absorbing outing with one of france's most inventive directors . 		
3525	it's a fine , old-fashioned-movie movie , which is to say it's unburdened by pretensions to great artistic significance . 		
3526	 . . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags . 		
3527	the trials of henry kissinger is a remarkable piece of filmmaking ? because you get it . 		
3528	nachtwey clears the cynicism right out of you . he makes you realize that deep inside righteousness can be found a tough beauty . 		
3529	what it lacks in substance it makes up for in heart . 		
3530	robert harmon's less-is-more approach delivers real bump-in -the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film's thick shadows . 		
3531	genuinely unnerving . 		
3532	american and european cinema has amassed a vast holocaust literature , but it is impossible to think of any film more challenging or depressing than the grey zone . 		
3533	a compelling film . 		
3534	with its hint of an awkward hitchcockian theme in tact , harmon's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone		
3535	in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer . 		
3536	the heart of the film is a touching reflection on aging , suffering and the prospect of death . 		
3537	will you go ape over this movie ? well , it probably won't have you swinging from the trees hooting it's praises , but it's definitely worth taking a look . 		
3538	its director's most substantial feature for some time . 		
3539	fontaine's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal . 		
3540	the son of the bride's humour is born out of an engaging storyline , which also isn't embarrassed to make you reach for the tissues . this movie is to be cherished . 		
3541	 . . . a visually seductive , unrepentantly trashy take on rice's second installment of her vampire chronicles . 		
3542	the story's scope and pageantry are mesmerizing , and mr . day-lewis roars with leonine power . 		
3543	p . t . anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible . 		
3544	twenty years later , e . t . is still a cinematic touchstone . 		
3545	this fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air . 		
3546	it's virtually impossible to like any of these despicable characters . 		
3547	this is mostly well-constructed fluff , which is all it seems intended to be . 		
3548	even through its flaws , revolution #9 proves to be a compelling , interestingly told film . 		
3549	the best way to describe it is as a cross between paul thomas anderson's magnolia and david lynch's mulholland dr . 		
3550	schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms . mirren , who did ) , has succeeded beyond all expectation . 		
3551	lejos del para�so es al mismo tiempo una fiesta para los ojos y o�dos y un movilizador cuadro de personajes enfrentados a sus propios deseos , miedos y prejuicios . 		
3552	watching this film , one is left with the inescapable conclusion that hitchens' obsession with kissinger is , at bottom , a sophisticated flower child's desire to purge the world of the tooth and claw of human power . 		
3553	there is no denying the power of polanski's film . . . 		
3554	the movie is amateurish , but it's a minor treat . 		
3555	this charming but slight tale has warmth , wit and interesting characters compassionately portrayed . 		
3556	el t�tulo no enga�a : la pel�cula narra una historia donde una mujer enfrentar� cierta realidad , y donde el sexo es . . . 		
3557	offers a persuasive look at a defeated but defiant nation in flux . 		
3558	'interesante y disfrutable trabajo gracias a que prescinde del cl�sico elemento estadounidense patriotero y manipulador . '		
3559	a return to pure disney magic and is enjoyable family fare . 		
3560	takes a fresh and absorbing look at a figure whose legacy had begun to bronze . 		
3561	a triumph of pure craft and passionate heart . 		
3562	gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways . 		
3563	witty and often surprising , a dark little morality tale disguised as a romantic comedy . 		
3564	even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it's documenting . 		
3565	got a david lynch jones ? then you'd do well to check this one out because it's straight up twin peaks action . . . 		
3566	astonishing . . . [frames] profound ethical and philosophical questions in the form of dazzling pop entertainment . 		
3567	take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length . 		
3568	it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile . 		
3569	one of the very best movies ever made about the life of moviemaking . 		
3570	rarely does such high-profile talent serve such literate material . 		
3571	an elegant and sly deadpan comedy . 		
3572	the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator-bashing are consistently delightful . 		
3573	land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored . 		
3574	'blue crush' swims away with the sleeper movie of the summer award . 		
3575	you're not merely watching history , you're engulfed by it . 		
3576	a chick flick for guys . 		
3577	it's mildly entertaining , especially if you find comfort in familiarity . but it's hardly a necessary enterprise . 		
3578	the quiet american isn't a bad film , it's just one that could easily wait for your pay per view dollar . 		
3579	as home movie gone haywire , it's pretty enjoyable , but as sexual manifesto , i'd rather listen to old tori amos records . 		
3580	in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an american film . 		
3581	like an episode of mtv's undressed , with 20 times the creativity but without any more substance . . . indulgently entertaining but could have and should have been deeper . 		
3582	deliciously slow . 		
3583	a sensitive , cultivated treatment of greene's work as well as a remarkably faithful one . 		
3584	it's not just a feel-good movie , it's a feel movie . you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did . 		
3585	it's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety . 		
3586	what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies . 		
3587	watching these two actors play against each other so intensely , but with restraint , is a treat . 		
3588	an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship . 		
3589	a meditation on faith and madness , frailty is blood-curdling stuff . 		
3590	the production design , score and choreography are simply intoxicating . 		
3591	a comedy that is warm , inviting , and surprising . 		
3592	so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt . 		
3593	suspend your disbelief here and now , or you'll be shaking your head all the way to the credits . 		
3594	trades run-of-the-mill revulsion for extreme unease . 		
3595	 . . . one of the more influential works of the 'korean new wave' . 		
3596	implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all . 		
3597	a beautifully tooled action thriller about love and terrorism in korea . 		
3598	director-writer bille august . . . depicts this relationship with economical grace , letting his superb actors convey martin's deterioration and barbara's sadness -- and , occasionally , anger . 		
3599	victor rosa is leguizamo's best movie work so far , a subtle and richly internalized performance . 		
3600	birthday girl doesn't try to surprise us with plot twists , but rather seems to enjoy its own transparency . 		
3601	smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off- broadway play . 		
3602	topics that could make a sailor blush - but lots of laughs . 		
3603	michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he's got as potent a topic as ever here . 		
3604	a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna . 		
3605	about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him . 		
3606	none of this is meaningful or memorable , but frosting isn't , either , and you wouldn't turn down a big bowl of that , would you ? 		
3607	the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude . 		
3608	a riveting documentary . 		
3609	may lack the pungent bite of its title , but it's an enjoyable trifle nonetheless . 		
3610	 . . . manages to fall closer in quality to silence than to the abysmal hannibal . 		
3611	you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet . 		
3612	diane lane works nothing short of a minor miracle in unfaithful . 		
3613	takashi miike keeps pushing the envelope : ichi the killer		
3614	a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies . 		
3615	exhilarating but blatantly biased . 		
3616	much of what we see is horrible but it's also undeniably exceedingly clever . 		
3617	it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking . 		
3618	ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer's memory . 		
3619	 . . . a thoughtful what-if for the heart as well as the mind . 		
3620	like its bizarre heroine , it irrigates our souls . 		
3621	hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare . 		
3622	it's a fun adventure movie for kids ( of all ages ) that like adventure . 		
3623	a very capable nailbiter . 		
3624	because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin . 		
3625	" "" white oleander , "" the movie , is akin to a reader's digest condensed version of the source material . "		
3626	it's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . you don't want to call the cops . you want to call domino's . 		
3627	what's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors . 		
3628	the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love . 		
3629	secretary is just too original to be ignored . 		
3630	that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed . 		
3631	smart and fun , but far more witty than it is wise . 		
3632	this isn't a stand up and cheer flick ; it's a sit down and ponder affair . and thanks to kline's superbly nuanced performance , that pondering is highly pleasurable . 		
3633	originality ain't on the menu , but there's never a dull moment in the giant spider invasion comic chiller . 		
3634	walter hill's undisputed is like a 1940s warner bros . b picture , and i mean that as a compliment . 		
3635	this one is not nearly as dreadful as expected . in fact , it's quite fun in places . 		
3636	with elements cribbed from lang's metropolis , welles' kane , and eisenstein's potemkin , the true wonder of rintar�'s metropolis is the number of lasting images all its own . 		
3637	a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video . 		
3638	the best of the pierce brosnan james bond films to date . 		
3639	thanks to a small star with big heart , this family film sequel is plenty of fun for all . 		
3640	while the now 72-year-old robert evans been slowed down by a stroke , he has at least one more story to tell : his own . 		
3641	it's about individual moments of mood , and an aimlessness that's actually sort of amazing . 		
3642	the people in jessica are so recognizable and true that , as in real life , we're never sure how things will work out . 		
3643	a tone poem of transgression . 		
3644	creeps you out in high style , even if nakata did it better . 		
3645	rubbo runs through a remarkable amount of material in the film's short 90 minutes . 		
3646	visually engrossing , seldom hammy , honorably mexican and burns its kahlories with conviction . 		
3647	this is christmas future for a lot of baby boomers . 		
3648	despite a quieter middle section , involving aragorn's dreams of arwen , this is even better than the fellowship . there are scenes of cinematic perfection that steal your heart away . 		
3649	spider-man is in the same category as x-men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around . 		
3650	the obnoxious title character provides the drama that gives added clout to this doc . 		
3651	an enjoyable experience . 		
3652	anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film . 		
3653	the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . 		
3654	'si bien no logra desarrollarse como un gran drama , tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales . '		
3655	saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory . 		
3656	it's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas . 		
3657	mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances . 		
3658	a frustrating yet deeply watchable melodrama that makes you think it's a tougher picture than it is . 		
3659	a giddy and provocative sexual romp that has something to say . 		
3660	[russell] makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards . 		
3661	otto-sallies has a real filmmaker's eye . 		
3662	this is a smart movie that knows its classical music , knows its freud and knows its sade . 		
