id	sentiment	review				
419	1	still pretentious and filled with subtext , but entertaining enough at 'face value' to recommend to anyone looking for something different . 				
420	1	call me a wimp , but i cried , not once , but three times in this animated sweet film . 				
421	1	notorious c . h . o . has oodles of vulgar highlights . 				
422	1	an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u . s . relocation camps to keep their hopes alive in 1975 . 				
423	1	the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter . 				
424	1	a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience . 				
425	1	disney's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem . 				
426	1	if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care . 				
427	1	whether kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion . 				
428	1	there are moments in this account of the life of artist frida kahlo that are among cinema's finest this year . unfortunately , they're sandwiched in between the most impossibly dry account of kahlo's life imaginable . 				
429	1	there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . 				
430	1	"stay clear of reminding yourself that it's a "" true story "" and you're likely to have one helluva time at the movies . "				
431	1	there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory . 				
432	1	the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing . 				
433	1	working from elliott's memoir , rohmer fashions the sort of delicate , articulate character- and- relationship study he's favored for decades . 				
434	1	the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue . 				
435	1	when it really counts . . . bloody sunday connects on a visceral level that transcends language . 				
436	1	the crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us . 				
437	1	[an] hilarious romantic comedy . 				
438	1	the actors are fantastic . they are what makes it worth the trip to the theatre . 				
439	1	ranging from funny to shattering and featuring some of the year's best acting , personal velocity gathers plenty of dramatic momentum . 				
440	1	i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible . 				
441	1	recalls quiet freak-outs like l'avventura and repulsion . 				
442	1	only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents . 				
443	1	 . . . as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement . 				
444	1	a great comedy filmmaker knows great comedy needn't always make us laugh . tim story's not there yet - but 'barbershop' shows he's on his way . 				
445	1	the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon . 				
446	1	lends itself to the narcotizing bland ( sinister , though not nearly so sinister as the biennial disney girl movie ) machinations of the biennial disney boy movie . 				
447	1	well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull . 				
448	1	jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot . 				
449	1	[taymor] utilizes the idea of making kahlo's art a living , breathing part of the movie , often catapulting the artist into her own work . this isn't a new idea . it's been done before but never so vividly or with so much passion . 				
450	1	an impressive if flawed effort that indicates real talent . 				
451	1	two generations within one family test boundaries in this intelligent and restrained coming-of-age drama . 				
452	1	it sounds sick and twisted , but the miracle of shainberg's film is that it truly is romance				
453	1	disturbing and brilliant documentary . 				
454	1	 . . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return . 				
455	1	one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken . 				
456	1	not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters . 				
457	1	as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant . 				
458	1	[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death . 				
459	1	the result is mesmerizing -- filled with menace and squalor . 				
460	1	fisher has bared his soul and confronted his own shortcomings here in a way . . . that feels very human and very true to life . 				
461	1	it's fun , but the code-talk will fly right over everyone's head				
462	1	bourne , jason bourne . he can scale a building like a super hero , he can out-stealth any agent , he'll get the girl . he's super spy ! 				
463	1	what makes the movie a comedy is the way it avoids the more serious emotions involved . 				
464	1	an exhilarating experience . 				
465	1	this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap . 				
466	1	the pleasures of super troopers may be fleeting , but they'll register strongly with anybody who still retains a soft spot for precollegiate humor . 				
467	1	the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor . 				
468	1	a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane . 				
469	1	the film delivers not just the full assault of reno's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days . 				
470	1	what might have been a predictably heartwarming tale is suffused with complexity . 				
471	1	sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress . 				
472	1	although very much like the first movie based on j . k . rowling's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude . 				
473	1	"[ "" take care of my cat "" ] is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals . "				
474	1	as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing . 				
475	1	maguire is a surprisingly effective peter/spider-man . 				
476	1	not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it . 				
477	1	the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up . 				
478	1	like old myths and wonder tales spun afresh . 				
479	1	rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding . 				
480	1	one scarcely needs the subtitles to enjoy this colorful action farce . 				
481	1	quite funny for the type of movie it is . . . 				
482	1	it's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer . 				
483	1	one of [herzog's] least inspired works . 				
484	1	this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy . 				
485	1	elling really is about a couple of crazy guys , and it's therapeutic to laugh along with them . 				
486	1	never [sinks] into exploitation . 				
487	1	an irresistible combination of a rousing good story set on a truly grand scale . 				
488	1	there's no denying the physically spectacular qualities of the film . . . or the emotional integrity of the performances . 				
489	1	few films this year have been as resolute in their emotional nakedness . 				
490	1	exquisitely acted and masterfully if preciously interwoven? [the film] addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce . 				
491	1	stevenson's performance is at once clueless and fiercely committed , a volatile combination . 				
492	1	this is a very fine movie -- go see it . 				
493	1	as shaky as the plot is , kaufman's script is still memorable for some great one-liners . 				
494	1	despite its flaws , secretary stays in your head and makes you question your own firmly held positions . 				
495	1	one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind . 				
496	1	not everything works , but the average is higher than in mary and most other recent comedies . 				
497	1	a byzantine melodrama that stimulates the higher brain functions as well as the libido . 				
498	1	a sensitive and expertly acted crowd-pleaser that isn't above a little broad comedy and a few unabashedly sentimental tears . 				
499	1	the film's sharp , often mischievous sense of humor will catch some off guard . . . 				
500	1	does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively . 				
501	1	almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent . 				
502	1	a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino . 				
503	1	you won't believe much of it , but you will laugh at the audacity , at the who's who casting and the sheer insanity of it all . 				
504	1	this version's no classic like its predecessor , but its pleasures are still plentiful . 				
505	1	the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups . 				
506	1	provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue . 				
507	1	if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right . 				
508	1	too sincere to exploit its subjects and too honest to manipulate its audience . 				
509	1	the saturation bombing of reggio's images and glass' evocative music . . . ultimately leaves viewers with the task of divining meaning . 				
510	1	for all its serious sense of purpose . . . [it] finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor . 				
511	1	"a depressing confirmation of everything those of us who don't object to the description "" unelected "" have suspected all along : george w . bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide . "				
512	1	this road movie gives you emotional whiplash , and you'll be glad you went along for the ride . 				
513	1	sure , it's more of the same , but as the film proves , that's not always a bad thing . 				
514	1	a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love . 				
515	1	a bowel-curdling , heart-stopping recipe for terror . 				
516	1	daughter from danang is a film that should be seen by all , especially those who aren't aware of , or have forgotten about the unmentioned victims of war . 				
517	1	zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it's the only way to bring happiness to their loved ones . 				
518	1	 . . . breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . 				
519	1	' . . . both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '				
520	1	a pleasant romantic comedy . 				
521	1	it's a count for our times . 				
522	1	greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill				
523	1	smith's point is simple and obvious -- people's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers . 				
524	1	a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions . 				
525	1	vividly conveys both the pitfalls and the pleasures of over-the-top love . 				
526	1	 . . . a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway . 				
527	1	a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances . 				
528	1	for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride . 				
529	1	majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times . 				
530	1	the smartest bonehead comedy of the summer . 				
531	1	effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience . 				
532	1	i love the way that it took chances and really asks you to take these great leaps of faith and pays off . 				
533	1	in his debut as a film director , denzel washington delivers a lean and engaging work . 				
534	1	only two words will tell you what you know when deciding to see it : anthony . hopkins . 				
535	1	the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow . 				
536	1	a teasing drama whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation . 				
537	1	hayek is stunning as frida and . . . a star-making project . 				
538	1	it's both a necessary political work and a fascinating documentary . . . 				
539	1	hilarious , acidic brit comedy . 				
540	1	as a revenge thriller , the movie is serviceable , but it doesn't really deliver the delicious guilty pleasure of the better film versions . 				
541	1	an ironic speculation on democracy in a culture unaccustomed to it . 				
542	1	it's not life-affirming ? its vulgar and mean , but i liked it . 				
543	1	several degrees shy of the gross-out contests one expects from current teen fare . 				
544	1	the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth . 				
545	1	led by griffin's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material . 				
546	1	tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth . 				
547	1	a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills . 				
548	1	a generation x artifact , capturing a brief era of insanity in the sports arena that surely cannot last . 				
549	1	possession is elizabeth barrett browning meets nancy drew , and it's directed by . . . neil labute . hmm . 				
550	1	an uneven but intriguing drama that is part homage and part remake of the italian masterpiece . 				
551	1	windtalkers celebrates the human spirit and packs an emotional wallop . 				
552	1	having never been a huge fan of dickens' 800-page novel , it surprised me how much pleasure i had watching mcgrath's version . 				
553	1	the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates . 				
554	1	for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way . 				
555	1	this is pretty dicey material . but some unexpected zigs and zags help . 				
556	1	compellingly watchable . 				
557	1	the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers . 				
558	1	the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them . 				
559	1	you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club . 				
560	1	this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s . 				
561	1	divine secrets of the ya-ya sisterhood may not be exactly divine , but it's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances . 				
562	1	viewed on its own terms , treasure planet is better-than-average family entertainment , but true fans of the stevenson's novel will likely prefer disney's more faithful 1950 live-action swashbuckling classic . 				
563	1	a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance . 				
564	1	resourceful and ingenious entertainment . 				
565	1	" "" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won't rock any boats but is solid meat-and-potatoes filmmaking . "				
566	1	a historical epic with the courage of its convictions about both scope and detail . 				
567	1	we need [moore's] noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones . 				
568	1	although the editing might have been tighter , hush ! sympathetically captures the often futile lifestyle of young people in modern japan . 				
569	1	[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form . 				
570	1	these are lives worth watching , paths worth following . 				
571	1	it's rather like a lifetime special -- pleasant , sweet and forgettable . 				
572	1	a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship . 				
573	1	as a singular character study , it's perfect . it's also the year's sweetest movie . 				
574	1	a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined . 				
575	1	"while not as aggressively impressive as its american counterpart , "" in the bedroom , "" moretti's film makes its own , quieter observations"				
576	1	the experience of watching blobby old-school cgi animation in this superlarge format is just surreal enough to be diverting . 				
577	1	time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets				
578	1	" "" the emperor's new clothes "" begins with a simple plan . . . . well , at least that's the plan . "	1	This is, in my opinion, much better than either of the 2 1990's versions, but is still not all that good. It feels dated, probably because it is, but it does stand up well compared to other BBC 1980's period pieces such as Mansfield Park and Northanger Abbey.<br /><br />The length of this adaptation allows for a much better adaptation of the book than either of the 2 90's versions, and St John Rivers is at least covered, although not very well. Timothy Dalton is very good as Rochester, but the actress playing Jane is much too old. There is definitely scope for a TV adaptation of this length that has more than a tenner spent on it.		
579	1	haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed . 				
580	1	[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not . 				
581	1	while the glass slipper doesn't quite fit , pumpkin is definitely a unique modern fairytale . 				
582	1	the drama is played out with such aching beauty and truth that it brings tears to your eyes . 				
583	1	an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world . 				
584	1	an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays . 				
585	1	this version incarnates the prophetic book in a way even its exacting author might admire . 				
586	1	sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers . 				
587	1	 . . . ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters' crises with seriousness and compassion . 				
588	1	an impossible romance , but we root for the patronized iranian lad . 				
589	1	like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel . 				
590	1	there's a disreputable air about the whole thing , and that's what makes it irresistible . 				
591	1	an exceedingly clever piece of cinema . another great ?what you don't see' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances				
592	1	a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive . 				
593	1	a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life . 				
594	1	cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone . 				
595	1	very solid , very watchable first feature for director peter sheridan				
596	1	a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives . 				
597	1	it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks . 				
598	1	workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies . 				
599	1	a pleasant enough comedy that should have found a summer place . 				
600	1	branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit . 				
601	1	though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes . 				
602	1	compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder . 				
603	1	what it lacks in originality it makes up for in intelligence and b-grade stylishness . 				
604	1	the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be . 				
605	1	this is as powerful a set of evidence as you'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives . 				
606	1	director rob marshall went out gunning to make a great one . 				
607	1	skip work to see it at the first opportunity . 				
608	1	bow's best moments are when he's getting busy on the basketball court because that's when he really scores . 				
609	1	offers enough playful fun to entertain the preschool set while embracing a wholesome attitude . 				
610	1	in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that's enough . 				
611	1	an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected . 				
612	1	ice cube holds the film together with an engaging and warm performance . . . 				
613	1	both deeply weird and charmingly dear . 				
614	1	as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance . 				
615	1	despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it . 				
616	1	it's a masterpiece . 				
617	1	an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient				
618	1	it's the cinematic equivalent of a good page-turner , and even if it's nonsense , its claws dig surprisingly deep . 				
619	1	director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question . 				
620	1	"what "" empire "" lacks in depth it makes up for with its heart . "				
621	1	claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications . 				
622	1	what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment . still , i'm not quite sure what the point is?				
623	1	rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual . 				
624	1	 ( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shine through this bogus veneer . . . 				
625	1	do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman doesn't work ? 				
626	1	ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier . 				
627	1	the film's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen . 				
628	1	don't expect any surprises in this checklist of teamwork cliches . . . 				
629	1	"as adapted by kevin molony from simon leys' novel "" the death of napoleon "" and directed by alan taylor , napoleon's journey is interesting but his parisian rebirth is stillborn"	0	In my humble opinion, this version of the great BDWY musical has only two things going for it - Tyne Daly and the fact that there is now a booked version with the original script. (OK Vanessa Williams is good to watch.)But to me that's all there is. Most of the cast seem to be walking through the show - Chynna Phillips has no idea who Kim really is and no wonder people walk over Harry McAfee when it's played by George Wendt who looks like he'd rather be back on a bar stool in Boston. Jason Alexander is passable, but that wig has to go and I saw better dancing in Bugsy Malone. As I mentioned, it's good to have a version of the stage script now, but I hope the young out there, who have never seen a musical, DON'T judge them all by this.		
630	1	the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it doesn't go too much further . 				
631	1	this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics . 				
632	1	a yarn that respects the marvel version without becoming ensnared by it . 				
633	1	this is a happy throwback to the time when cartoons were cinema's most idiosyncratic form instead of one of its most predictable . 				
634	1	complex , affecting and uniquely almod�var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong . 				
635	1	good ol' urban legend stuff . 				
636	1	not so much a movie as a picture book for the big screen . this isn't my favorite in the series , still i enjoyed it enough to recommend . 				
637	1	it's one of the most honest films ever made about hollywood . 				
638	1	it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come . 				
639	1	on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt . 				
640	1	light , silly , photographed with colour and depth , and rather a good time . 				
641	1	pray's film works well and will appeal even to those who aren't too familiar with turntablism . 				
642	1	troubling and powerful . 				
643	1	good movie . good actress . but if you expect light romantic comedy , good gosh , will you be shocked . 				
644	1	it has the courage to wonder about big questions with sincerity and devotion . it risks seeming slow and pretentious , because it thinks the gamble is worth the promise . 				
645	1	with youthful high spirits , tautou remains captivating throughout michele's religious and romantic quests , and she is backed by a likable cast . 				
646	1	it's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director's previous full frontal . 				
647	1	a very funny look at how another culture handles the process of courting and marriage . 				
648	1	"but tongue-in-cheek preposterousness has always been part of for the most part wilde's droll whimsy helps "" being earnest "" overcome its weaknesses and parker's creative interference . . . "				
649	1	much of the movie's charm lies in the utter cuteness of stuart and margolo . their computer-animated faces are very expressive . 				
650	1	the path ice age follows most closely , though , is the one established by warner bros . giant chuck jones , who died a matter of weeks before the movie's release . 				
651	1	anchored by a terrific performance by abbass , satin rouge shows that the idea of women's self-actualization knows few continental divides . 				
652	1	awkward but sincere and , ultimately , it wins you over . 				
653	1	smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it's a pleasure to enjoy their eccentricities . 				
654	1	though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters . 				
655	1	sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man's ruin may be another's fortune . 				
656	1	goyer's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast . 				
657	1	binoche and magimel are perfect in these roles . 				
658	1	when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily . 				
659	1	while undercover brother is definitely one for the masses , it's also full of sharp , smart satire . 				
660	1	gets under the skin of a man who has just lost his wife . 				
661	1	"it may not be "" last tango in paris "" but . . . "				
662	1	"no wonder they're talking about "" talk to her . "" it's astonishing . "				
663	1	for its seriousness , high literary aspirations and stunning acting , the film can only be applauded . 				
664	1	look , this is a terrific flick replete with dazzling camera-work , dancing and music . 				
665	1	it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs . 				
666	1	it's fairly self-aware in its dumbness . 				
667	1	a triumph , relentless and beautiful in its downbeat darkness . 				
668	1	tailored to entertain ! 				
669	1	a compelling , moving film that respects its audience and its source material . 				
670	1	has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill . 				
671	1	a work of astonishing delicacy and force . 				
672	1	the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin . 				
673	1	for the first time in several years , mr . allen has surpassed himself with the magic he's spun with the hollywood empress of ms . leoni's ellie . 				
674	1	isn't quite the equal of woo's best earlier work , but it's easily his finest american film . . . comes close to recapturing the brilliance of his hong kong films . 				
675	1	the film hinges on its performances , and both leads are up to the task . 				
676	1	an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you're getting its metaphysical point . 				
677	1	a modest pleasure that accomplishes its goals with ease and confidence . 				
678	1	a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat . 				
679	1	what jackson has accomplished here is amazing on a technical level . 				
680	1	"as teen movies go , "" orange county "" is a refreshing change"				
681	1	makes s&m seem very romantic , and maggie gyllenhaal is a delight . 				
682	1	a deliciously mordant , bitter black comedy . 				
683	1	although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek's polished direction pour delightfully piquant wine from aged bottles . 				
684	1	it is risky , intelligent , romantic and rapturous from start to finish . 				
685	1	the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did . 				
686	1	a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm . 				
687	1	 . . . spiced with humor ( 'i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( silver's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around ) 				
688	1	this is a raw and disturbing tale that took five years to make , and the trio's absorbing narrative is a heart-wrenching showcase indeed . 				
689	1	a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world . 				
690	1	aside from being the funniest movie of the year , simone , andrew niccol's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it . 				
691	1	watstein handily directs and edits around his screenplay's sappier elements . . . and sustains off the hook's buildup with remarkable assuredness for a first-timer . 				
692	1	just another fish-out-of-water story that barely stays afloat . 				
693	1	there's an energy to y tu mam� tambi�n . much of it comes from the brave , uninhibited performances by its lead actors . 				
694	1	it's the kind of pigeonhole-resisting romp that hollywood too rarely provides . 				
695	1	reinforces the often forgotten fact of the world's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes . 				
696	1	you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling . 				
697	1	it's hard not to be seduced by [witherspoon's] charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max . 				
698	1	a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow . 				
699	1	a refreshingly authentic coming-of-age tale . 				
700	1	if you're not into the pokemon franchise , this fourth animated movie in four years won't convert you -- or even keep your eyes open . but fans should have fun meeting a brand-new pokemon called celebi . 				
701	1	from the big giant titles of the opening credits to elmer bernstein's perfectly melodic score , haynes gets just about everything right . 				
702	1	whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment . 	1	"Bad script, bad direction, over the top performances, overwrought dialogue. What more could you ask for? For laughs, it just doesn't get any better than this. Zadora's over-acting combined with the cliched scenarios she finds herself in make for an hilarious parody of the \""Hollywood\"" machine. Almost as funny as \""Spinal Tap\"" even though it was clearly not intended as such. Don't miss Ray Liotta's debut book line, \""Looks like a penis.\""
""1925_9"	1	This has to be one of the best comedies on the television at the moment. It takes the sugary-sweet idea of a show revolving around a close family and turns it into a quite realistic yet funny depiction of a typical family complete with sibling and parent spats, brat brothers, over-protective fathers and bimbo sisters. I'm almost surprised it's Disney!<br /><br />To its credit, '8 Simple Rules' knows it's a comedy and doesn't try to be more. Too many shows (eg, 'Sister, Sister' and 'Lizzie McGuire') think just because its lead characters are now teenagers then they should tackle social issues and end up losing their humour by being too hard-hitting. This is a trap '8 Simple Rules' has avoided; it does tackle some issues (such as being the school outcast) but it has fun while doing so. In fact the only time it has really been serious was understandably when it sensitively handled the tragic death of John Ritter and his character.<br /><br />And I think, although John Ritter will be sadly missed since he was the reason the show made its mark, '8 Simple Rules' can still do well if it remembers its humour and doesn't make Cate's father a second version of Paul Hennessy.
703	1	has a shambling charm . . . a cheerfully inconsequential diversion . 				
704	1	ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made christmas card . 				
705	1	the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting . 				
706	1	an incredibly clever and superbly paced caper filled with scams within scams within scams . 				
707	1	there's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm . 				
